Legales	Psicológicas	Sociales	Expediente	N° de expediente	Digital	Presencial	Aviso	Interna	Externa	Atención a mujer víctima	Atención a familiares	Edad	Procedencia	Discapacidad	Orientación sexual	Etnia	Nacionalidad	Embarazo	Nivel académico	Violencia LCVIF	Violencia Delitos	Discriminación	Acciones positivas	Grupo de Autoayuda	Modalidad de violencia	Física	Psicológica y emocional	Económica	Patrimonial	Sexual	Simbólica	Feminicida	Intervención Inicial	Primeros auxilios psicológicos	Evaluación del Riesgo legal	Toma de denuncia legal	Solicitud de medidas	Solicitud de repación del daño	Hijos e hijas	Persona adulta mayor	Usuaria	VIF derivados a FGR	Otras derivación Realizada	Gestión de  Red de apoyo	Gestión de albergue o casas de acogida	Acompañamiento administrativo	Acompañamiento judicial	Representación Legal	Preparación de prueba	audiencia etapa judicial	audiencia etapa administrativa	Recursos	Monto efectivo en concepto de reparación	Monto efectivo en concepto de cuota alimenticia	Judicialización de certificación a FGR	Informes	Reportes	Monitoreo de Medidas legal	Presenciales	Virtuales	Otras diligencias	Intervención Inicial.1	Atención en Crisis	Primeros auxilios psicológicos.1	Evaluación de Riesgo psico	Plan de seguridad psico	Toma de denuncia psico	Solicitud de medidas.1	Solicitud de repación del daño.1	Hijos e hijas.1	Persona adulta mayor.1	Usuaria.1	Derivación Realizada	Gestión de Red de apoyo	Gestión de  albergue o casa de acogida	Acompañamiento administrativo.1	Acompañamiento judicial.1	Presenciales.1	Virtuales.1	Evaluación de Ingreso a GAA	Informe Psicológico	Reporte Psicológico	Monitoreo de Medidas psico	Evaluación de Egreso de GAA	Presencial.1	Virtual	Otras diligencias.1	Intervención Inicial.2	Primeros auxilios psicológicos.2	Evaluación del riesgo social	Plan de Seguridad social	Toma de Denuncia social	Solicitud de medidas.2	Solicitud de repación del daño.2	Hijos e hijas.2	Persona adulta mayor.2	Usuaria.2	Derivación Realizada.1	Gestión de Redes de Apoyo	Gestión de albergue o casas de acogida.1	Acompañamiento administrativo.2	Acompañamiento judicial.2	Investigaciones	Entrevistas realizadas	Visitas realizadas	Evaluación de Ingreso a GAA.1	Informes de Trabajo Social	Reporte de Trabajo Social	Monitoreo de medidas social	Evaluación de Egreso de GAA.1	Presencial.2	Virtuales.2	Otras diligencias.2	Sexo	Edad.1	Adminsitrativo	Judicial	Expedientes finalizados	mes	pad
		1.0	Nuevo	172-UIAEM7-2025	1.0							31.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato				1.0		Familiar	True	True	False	False	False	False	False																																																								1.0																								1.0	1.0					False	abril	san miguel
			Seguimiento a expedientes activos	131-UIAEM7-2025	1.0							69.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	False	True	False	False	False	False	False																																																																																1.0	1.0					False	abril	san miguel
			Seguimiento a expedientes activos	275-UIAEM7-2024	1.0							27.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria	1.0					Familiar	True	True	False	False	False	False	False																																																																																1.0	1.0					False	abril	san miguel
		1.0	Nuevo	187-UIAEM7-2025		1.0						45.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Ninguna	1.0					Familiar	True	True	True	True	False	False	False	1.0																																																							1.0				1.0	Protección					1.0																				False	abril	san miguel
1.0			Nuevo	182-UIAEM7-2025		1.0						22.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato	1.0					Familiar	True	True	False	False	False	False	False	1.0																																																																																					False	abril	san miguel
			Seguimiento a expedientes activos	360-UIAEM7-2024		1.0						42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Técnica	1.0					Familiar	False	True	False	False	False	True	False																1.0											1.0																																																											False	abril	san miguel
			Seguimiento a expedientes activos	300-UIAEM7-2023		1.0						33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Universitaria		1.0				Familiar	True	True	True	True	True	False	False															1.0													1.0																																																										False	abril	san miguel
1.0			Nuevo	189-UIAEM7-2025		1.0						50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria	1.0					Familiar	False	True	False	False	False	False	False	1.0																										1.0		1.0	1.0	1.0	1.0			1.0	Protección																																																		False	abril	san miguel
1.0			Nuevo	193-UIAEM7-2025		1.0						28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	True	True	False	True	False	False	False	1.0														1.0			1.0									1.0		1.0																																																									False	abril	san miguel
			Seguimiento a expedientes activos	155-UIAEM7-2025		1.0						30.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato				1.0		Familiar	False	True	False	False	False	False	False																												1.0																																																										False	abril	san miguel
			Seguimiento a expedientes activos	92-UIAEM72025	1.0							33.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Técnica	1.0					Familiar	True	True	False	False	False	False	False																												1.0																																																				1.0						False	abril	san miguel
			Seguimiento a expedientes activos	144-UIAEM7-2025 		2.0						33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Ninguna	1.0					Familiar	True	True	True	True	False	False	False																1.0	1.0										2.0																																																											False	abril	san miguel
			Seguimiento a expedientes activos	338-UIAEM7-2025		1.0						34.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato		1.0				Familiar	False	True	False	True	False	False	False																																														1.0																																								False	abril	san miguel
			Seguimiento a expedientes activos	219-UIAEM7-2025	1.0							26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato		1.0				Familiar	True	True	False	False	False	False	False																																																		1.0																																				False	abril	san miguel
			Seguimiento a expedientes activos	179--UIAEM7-2025	1.0							28.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria	1.0					Familiar	True	True	False	True	False	False	False																										1.0		1.0																																																										False	abril	san miguel
			Seguimiento a expedientes activos	318-UIAEM7-2025	1.0							29.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	True	True	True	False	False	False	False																																																						1.0	1.0																															False	abril	san miguel
			Seguimiento a expedientes activos	171-UIAEM7-2025	1.0							28.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato	1.0					Familiar	True	True	False	False	False	False	False																												1.0																																																										False	abril	san miguel
			Seguimiento a expedientes activos	15-UIAEM7-2025	1.0							27.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato		1.0				Familiar	True	True	False	False	False	True	False																																																						1.0	1.0																															False	abril	san miguel
			Seguimiento a expedientes activos	31-UIAEM7-2025		1.0						39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Universitaria	1.0					Familiar	True	True	True	False	False	False	False																													1.0																																																									False	abril	san miguel
			Seguimiento a expedientes activos	173-UIAEM7-2025		1.0						33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Ninguna	1.0					Familiar	True	True	True	False	False	False	False																										1.0			1.0																																																									False	abril	san miguel
			Seguimiento a expedientes activos	190-UIAEM7-2025		2.0						24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria	1.0					Familiar	True	True	True	True	False	True	False																1.0	1.0									1.0			2.0																																																									False	abril	san miguel
			Seguimiento a expedientes activos	191-UIAEM7-2025		1.0						24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria		1.0				Familiar	True	True	True	True	False	True	False																	1.0												1.0																																																									False	abril	san miguel
			Seguimiento a expedientes activos	140-UIAEM7-2025	1.0							33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	False	False	False	False																																																						1.0	1.0																															False	abril	san miguel
	1.0		Nuevo	192-UIAEM-2025		1.0						28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	True	True	False	True	True	False	False	1.0														1.0			1.0									1.0		1.0	1.0	1.0	1.0																																																						False	abril	san miguel
			Seguimiento a expedientes activos	293-UIAEM-2024	1.0							35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	False	False	False	False																																																		1.0																																				True	abril	san miguel
			Seguimiento a expedientes activos	221-UIAEM7-2024	1.0							26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Universitaria		1.0				Laboral	True	True	False	False	True	False	False																																																		1.0																																				False	abril	san miguel
			Seguimiento a expedientes activos	90-UIAEM7-2025	1.0							24.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	True	True	False	False	False	False	False																																																		1.0																																				False	abril	san miguel
			Seguimiento a expedientes activos	287-UIAEM7-2024	1.0							18.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria		1.0				Familiar	True	True	True	False	False	False	False																																																		1.0																																				False	abril	san miguel
			Seguimiento a expedientes activos	166-UIAEM7-2025	1.0							54.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria					1.0	Familiar	False	True	False	True	False	False	False																																																																																1.0	1.0					False	abril	san miguel
			Seguimiento a expedientes activos	107-UIAEM7-2025		1.0						59.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria					1.0	Familiar	True	True	True	True	False	False	False																																																																															1.0		1.0					False	abril	san miguel
		1.0	No se genera expediente			1.0						47.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato				1.0		Familiar	False	True	False	False	False	False	False																																																																																						False	abril	san miguel
			Seguimiento a expedientes activos	130-UIAEM7-2024	1.0							27.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Universitaria	1.0					Familiar	True	True	True	False	False	True	False																																																																																1.0	1.0					False	abril	san miguel
			Seguimiento a expedientes activos	148-UIAEM7-2025		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Universitaria		1.0				Familiar	True	True	False	False	False	False	False																											1.0		1.0																																																									False	abril	san miguel
			Seguimiento a expedientes activos	344-UIAEM7-2024	1.0							29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Secundaria	1.0					Familiar	True	True	False	False	False	False	False																																																																																						True	abril	san miguel
			Seguimiento a expedientes activos	126-UIAEM7-2025	1.0							43.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato	1.0					Familiar	True	True	True	True	False	False	False																																																																																						True	abril	san miguel
1.0			Nuevo	190-UIAEM7-2025		1.0						24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	True	True	True	True	False	False	False	1.0																																																																																					False	abril	san miguel
1.0			Nuevo	191-UIAEM7-2025		1.0						24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria		1.0				Familiar	True	True	True	True	False	True	False	1.0																																																																																					False	abril	san miguel
		1.0	Nuevo	188-UIAEM7-2025		1.0						45.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Ninguna		1.0				Familiar	True	True	False	False	False	False	False	1.0																																																																																					False	abril	san miguel
			Seguimiento a expedientes activos	128-UIAEM7-2025		1.0						26.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	False	True	True	False	False	False	False											1.0																1.0																																																											False	abril	san miguel
			Seguimiento a expedientes activos	147-UIAEM7-2025		1.0						54.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria				1.0		Familiar	False	True	True	True	False	False	False									1.0					1.0					1.0			190					2.0																																																									Favorable		False	abril	san miguel
			Seguimiento a expedientes activos	77-UIAEM7-2025		1.0						26.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato				1.0		Familiar	False	True	False	True	False	False	False																											2.0	1.0	1.0																																																									False	abril	san miguel
1.0			Nuevo	194-UIAEM7-2025		1.0						26.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria		1.0				Familiar	True	False	False	False	False	True	False	1.0																																																																																					False	abril	san miguel
1.0			No se genera expediente			1.0						78.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Ninguna		1.0				Comunitaria	False	True	False	False	False	True	False																																																																																						False	abril	san miguel
1.0			No se genera expediente			1.0						22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Bachillerato	1.0					Familiar	True	True	False	False	False	False	False																																																																																						False	abril	san miguel
1.0			No se genera expediente			1.0						41.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Primaria	1.0					Familiar	False	True	False	False	False	False	False																																																																																						False	abril	san miguel
1.0			No se genera expediente			1.0						49.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña	False	Universitaria				1.0		Familiar	False	True	False	False	False	False	False																																																																																						False	abril	san miguel
			Nuevo	01-UIAEM18-2025		1.0			1.0			29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True	True	True			1.0	1.0	1.0				1.0									1.0	1.0	1.0				$250.00				1.0	1.0		2.0																																																					Hombre	1.0		Favorable		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	02-UIAEM18-2025		1.0			1.0			29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True	True	True			1.0	1.0	1.0				1.0									1.0	1.0	1.0				$250.00				1.0	1.0		1.0																																																					Hombre	1.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	03-UIAEM18 2025		1.0			1.0			35.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True									1.0			2.0									1.0		1.0								1.0			1.0	1.0																							1.0																													Mujer	4.0	Desfavorable		True	enero	san salvador
			Nuevo																																																																																																																				enero	san salvador
			Nuevo	4 UIAEM 18-2025		1.0						76.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar		True																																																																																												enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	05-UIAEM-18-2025		1.0						41.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True						1.0	1.0	1.0	1.0	Protección					1.0	1.0															1.0		1.0	1.0	1.0																							1.0																													Hombre	13.0		Favorable	True	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	06-UIAEM-18-2025		1.0						43.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria				1.0		Laboral		True	True																																		1.0																							1.0																																		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	07-UIAEM18-2025		1.0			1.0			42.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True					1.0						2.0									1.0		3.0				$790.00					1.0		1.0																																																					Mujer	10.0		Favorable		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	08-UIAEM18-2025		1.0						32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True		True																																	1.0																							1.0																													Mujer	9.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	09-UIAEM18 2025		1.0						21.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria		1.0				Comunitaria		True									1.0	Protección										1.0									1.0			1.0		1.0	1.0																							1.0																															Favorable			enero	san salvador
			Nuevo	10-UIAEM-18-2025		1.0						21.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria		1.0				Comunitaria		True						1.0			1.0	Protección										1.0									1.0			1.0		1.0	1.0																							1.0																															Favorable			enero	san salvador
																																																																																																																							enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	11 UIAEM18 2025		1.0			1.0			31.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True	True					1.0			1.0	Protección											1.0																																																																							enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	12-UIAEM-18-2025		1.0						31.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True			True			1.0			1.0	Protección					1.0																		1.0																																																						Mujer	50.0				enero	san salvador
			Nuevo																																																																																																															Mujer	65.0				enero	san salvador
			Nuevo	13-UIAEM-18-2025		1.0						36.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria				1.0		Familiar		True																					1.0											1.0		1.0																																																								Favorable	True	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	14-UIAEM18-2025		1.0			1.0			51.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True					1.0																										1.0		1.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	15 UIAEM 18 2025		1.0						36.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar		True	True	True				1.0			1.0	Protección											1.0														1.0																							1.0																													Mujer	10.0				enero	san salvador
			Nuevo																																																																																																															Mujer	7.0				enero	san salvador
			Nuevo	16-UIAEM18-2025		1.0			1.0			37.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar	True	True		True			True																1.0	1.0										1.0	1.0																																																											enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	17-UIAEM18-2025		1.0						50.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True									1.0	Protección																									1.0																							1.0																													Mujer	15.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	18 UIAEM 18 2025		1.0						29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True	True	True						1.0	Protección											1.0		1.0								1.0				1.0	1.0		1.0	1.0																			1.0		1.0																											Mujer	13.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	19 UIAEM 18 2025								31.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True				1.0	1.0	1.0	1.0	Protección											1.0		1.0								1.0	1.0		1.0	1.0																							1.0																													Mujer	4.0		Favorable		enero	san salvador
			Nuevo																																																																																																																				enero	san salvador
			Nuevo	20-UIAEM18-2025		1.0						47.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True					1.0			1.0	Protección																						1.0		1.0																																																					Hombre	12.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	21-2025		1.0						35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria		1.0				Familiar		True																				1.0												1.0		1.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	22-UIAEM18-2025		1.0						30.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True						1.0			1.0	Protección											1.0														1.0																							1.0																													Mujer	3.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	23-UIAEM18 2025		1.0						35.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True	True	True	True																																1.0																							1.0																													Hombre	11.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	24-UIAEM-18-2025		1.0						47.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna				1.0		Familiar	True	True	True	True																																1.0	1.0	1.0																						1.0																													Mujer	20.0				enero	san salvador
			Nuevo																																																																																																															Mujer	6.0				enero	san salvador
			Nuevo	25 UIAEM 18-2025		1.0						35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Comunitaria		True																																																																																												enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	26-UIAEM18-2025		1.0			1.0			68.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True									1.0	Protección											1.0		1.0											2.0	1.0																							1.0																													Hombre	16.0				enero	san salvador
																																																																																																																		Hombre	16.0				enero	san salvador
			Nuevo	27-UIAEM-18-2025		1.0						27.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True		True		True					1.0	Protección										1.0			1.0								1.0	1.0		1.0	1.0																							1.0																													Hombre	9.0		Favorable	True	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	28-UIAEM18-2025		1.0						39.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True	True					1.0			1.0	Protección											1.0		1.0									1.0		1.0	1.0																							1.0																													Hombre	12.0				enero	san salvador
																																																																																																																		Hombre	8.0				enero	san salvador
			Nuevo	29-UIAEM18-2025		1.0						33.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True																																			1.0																							1.0																													Mujer	59.0				enero	san salvador
																																																																																																																		Mujer	3.0				enero	san salvador
			Nuevo	30-UIAEM-18-2025		1.0						37.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True	True			1.0			1.0	Protección											1.0		1.0									1.0		1.0	1.0	1.0		1.0	1.0																			1.0																																Favorable	True	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	31-UIAEM18 2025		1.0						62.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria	1.0					Familiar	True	True	True					1.0			1.0	Protección											1.0														1.0																							1.0																													Mujer	28.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	32-UIAEM-18-2025		1.0						31.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato		1.0				Familiar		True	True	True				1.0	1.0	1.0							1.0					1.0			1.0					1.0			1.0	1.0		1.0																																																								Favorable		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	33-UIAEM185-2025		1.0						40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Familiar	True	True	True														1.0																	1.0		1.0																																																					Hombre	19.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	34-UIAEM18-2025		1.0			1.0			29.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Bachillerato	1.0					Familiar		True				True																	1.0	1.0										1.0	1.0																																																											enero	san salvador
									1.0																																																																																																														enero	san salvador
			Nuevo	35 UIAEM 18-2025		1.0						40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Comunitaria		True																																																																																												enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	36-UIAEM18-2025		1.0						49.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria	1.0					Familiar		True									1.0	Protección		1.0																						2.0	1.0																							1.0																													Mujer	11.0				enero	san salvador
																																																																																																																		Hombre	14.0				enero	san salvador
			Nuevo	37-UIAEM-18-2025		1.0			1.0			45.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True	True																																																																																											enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	38-UIAEM-18-2025		1.0						27.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria				1.0		Familiar		True																1.0					1.0											1.0		1.0																																																					Hombre	10.0	Favorable		True	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	39-UIAEM18-2025		1.0						40.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True	True					1.0			1.0	Protección		1.0				2.0											$60.00					1.0		1.0																																																					Hombre	16.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	40-UIAEM-18-2025		1.0						61.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True	True																																1.0	1.0																						1.0																																		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	41-UIAEM18 2025		1.0						26.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria				1.0		Comunitaria		True			True																													1.0		1.0	1.0																							1.0																													Hombre	13.0				enero	san salvador
			Nuevo																																																																																																															Hombre	10.0				enero	san salvador
			Nuevo	42 UIAEM18 2025		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria				1.0		Familiar								1.0											1.0																																																																											enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	43 UIAEM18 2025		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria				1.0		Comunitaria		True						1.0											1.0																																																																											enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	44 UIAEM18 2025		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Universitaria				1.0		Comunitaria		True						1.0											1.0																																																																											enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	45-2025		1.0						29.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria		1.0				Familiar		True																				1.0												1.0		1.0																																																							Favorable		True	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	46-UIAEM18-2025		1.0						58.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0				Comunitaria		True									1.0																							1.0	1.0		1.0																							1.0																																		enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	47-UIAEM-148-2025	1.0							32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Universitaria					1.0	Familiar	True	True	True																																																				1.0						1.0																																	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	48-UIAEM-148-2025	1.0							43.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato					1.0	Familiar		True			True																																																		1.0						1.0																																	enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	49-UIAEM18 2025	1.0							32.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria				1.0		Comunitaria		True																																			1.0																							1.0																													Hombre	10.0				enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	50-UIAEM18-2025		1.0						28.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True									1.0	Protección		2.0																						2.0	1.0																							1.0																													Mujer	24.0				enero	san salvador
																																																																																																																		Hombre	29.0				enero	san salvador
			Nuevo	51-UIAEM-18-2025		1.0						50.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria		1.0				Familiar	True											Protección										1.0											1.0		1.0	1.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
			Nuevo	52 UIAEM 18 2025	1.0	1.0						34.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True												1.0																						2.0																																																										enero	san salvador
																																																																																																																							enero	san salvador
