Fecha de Atención	DISTRITO	PROCEDENCIA	SERVICIOS BRINDADOS	Derivaciones	Casos antiguos	Casos nuevos	Naturaleza/tipologia	Sexo	Edad	Orientación sexual	Discapacidad	Etnia	Nacionalidad	Estado familiar	Nivel educativo	Sexo.1	Edad.1	Orientación sexual.1	Persona con discapacidad	Etnia.1	Nacionalidad.1	Estado familiar.1	Nivel educativo.1	Sexo.2	Edad.2	Orientación sexual.2	Discapacidad.1	PROGRAMACIÓN DE MEDIACIONES	Mediación instalada	Sesiones realizadas por casos mediados	Con acuerdo	Sin acuerdo	Mediaciones suspendidas	Finalización por desición técnica del mediador/a	Convocatoria realizada	Motivos de no realización de la mediación	Desistimiento del solicitante	Instalación de mediación	Seguimiento	Reapertura	Con acuerdo.1	Sin acuerdo.1	Supendidas por	Motivos de no realización de la mediación.1	MONTOS ACORDADOS	EXPEDIENTES FINALIZADOS	mes	pad
					2363-UMYC18-2024		Convivencia-->Vecinal	Hombre	65	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	64.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria					EXISTE DELITO												ARCHIVO DEFINITIVO	enero	san salvador
					2366-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	47	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2368-UMYC18-2024		Familiar-->Relación y comunicación del grupo familiar	Hombre	65	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO	Mujer	19.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2370-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	61	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$800.00	ARCHIVO DEFINITIVO	enero	san salvador
					2372-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	51	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Hombre	58.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2374-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	66	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				1° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2376-UMYC18-2024		Patrimonial-->Deuda	Hombre	53	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$650.00	ARCHIVO DEFINITIVO	enero	san salvador
					2377-UMYC18-2024		Patrimonial-->Reclamación económica	Hombre	34	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	38.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$600.00	ARCHIVO DEFINITIVO	enero	san salvador
					2378-UMYC18-2024		Patrimonial-->Deuda	Mujer	57	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR									$500.00	ARCHIVO DEFINITIVO	enero	san salvador
					2382-UMYC18-2024		Niñez y adolescencia-->Régimen de relación y trato	Hombre	32	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	45.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	9.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2385-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	22	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$72.00	ARCHIVO DEFINITIVO	enero	san salvador
					2386-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	24	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	24.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2388-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	60	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR									$1,000.00	ARCHIVO DEFINITIVO	enero	san salvador
					2393-UMYC18-2024		Patrimonial-->Deuda	Mujer	68	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2395-UMYC18-2024		Convivencia-->Vecinal	Hombre	44	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E	Mujer	48.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2400-UMYC18-2024		Patrimonial-->Deuda	Hombre	41	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E	Mujer	60.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2403-UMYC18-2024		Patrimonial-->Otros	Mujer	62	Heterosexual	Ninguna	No se identifica	Salvadoreña	VIUDO/A	EDUCACIÓN BÁSICA	Hombre	60.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2404-UMYC18-2024		Patrimonial-->Deuda	Mujer	65	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	enero	san salvador
					2405-UMYC18-2024		Patrimonial-->Deuda	Hombre	57	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2406-UMYC18-2024		Patrimonial-->Deuda	Mujer	47	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$1,605.00	ARCHIVO DEFINITIVO	enero	san salvador
					2407-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Mujer	43	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2408-UMYC18-2024		Patrimonial-->Deuda	Hombre	49	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				1° Convocatoria	CONVOCADO/A NO DESEA PARTICIPAR										ARCHIVO DEFINITIVO	enero	san salvador
					2409-UMYC18-2024		Patrimonial-->Deuda	Mujer	49	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	35.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$1,000.00	ARCHIVO DEFINITIVO	enero	san salvador
					2412-UMYC18-2024		Patrimonial-->Deuda	Mujer	24	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2415-UMYC18-2024		Convivencia-->Vecinal	Hombre	33	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2417-UMYC18-2024		Patrimonial-->Deuda	Mujer	32	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2419-UMYC18-2024		Patrimonial-->Otros	Mujer	33	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2148-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	54	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	TÉCNICO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$180.00	ARCHIVO DEFINITIVO	enero	san salvador
					2435-UMYC18-2024		Convivencia-->Vecinal	Mujer	42	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2433-UMYC18-2024		Patrimonial-->Deuda	Mujer	58	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR									$8,780.00	ARCHIVO DEFINITIVO	enero	san salvador
					2430-UMYC18-2024		Patrimonial-->Deuda	Mujer	25	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2429-UMYC18-2024		Patrimonial-->Arrendamiento (inquilinato)	Hombre	69	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																DEFINITIVO				1° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	enero	san salvador
					2427-UMYC18-2024		Patrimonial-->Arrendamiento (inquilinato)	Hombre	49	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Hombre	78.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2426-UMYC18-2024		Convivencia-->Vecinal	Mujer	63	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	63.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2425-UMYC18-2024		Patrimonial-->Reclamación económica	Hombre	34	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria		NO DESEA SEGUIR									ARCHIVO DEFINITIVO	enero	san salvador
					2306-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	33	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2231-UMYC18-2024		Convivencia-->Vecinal	Hombre	30	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2236-UMYC18-2024		Convivencia-->Vecinal	Hombre	52	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2248-UMYC18-2024		Convivencia-->Vecinal	Mujer	30	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2257-UMYC18-2024		Patrimonial-->Otros	Mujer	47	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2296-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	35	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2350-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Hombre	24	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2352-UMYC18-2024		Patrimonial-->Servidumbre	Mujer	65	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2354-UMYC18-2024		Patrimonial-->Reclamación económica	Mujer	28	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Mujer	25.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO												2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2356-UMYC18-2024		Patrimonial-->Arrendamiento (inquilinato)	Hombre	38	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				2° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2365-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	42	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO												2° Convocatoria	INASISTENCIA DEL SOLICITANTE										ARCHIVO DEFINITIVO	enero	san salvador
					2384-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Mujer	51	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2396-UMYC18-2024		Niñez y adolescencia-->Régimen de relación y trato	Hombre	28	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																DEFINITIVO				2° Convocatoria	RESOLVIÓ FUERA DE LA PGR										ARCHIVO DEFINITIVO	enero	san salvador
					2420-UMYC18-2024		Convivencia-->Vecinal	Mujer	59	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																				1° Convocatoria	CONVOCADO/A NO DESEA PARTICIPAR										ARCHIVO DEFINITIVO	enero	san salvador
					2421-umyc18-2024		Patrimonial-->Arrendamiento (inquilinato)	Hombre	39	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	65.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	VIUDO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2422-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	54	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2423-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	49	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO																				1° Convocatoria		NO DESEA SEGUIR									ARCHIVO DEFINITIVO	enero	san salvador
					2424-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	46	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	IMPOSIBILIDAD DE ENTREGA DE CONVOCATORIA										ARCHIVO DEFINITIVO	enero	san salvador
					2428-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Hombre	39	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO												2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	enero	san salvador
					2434-UMYC18-2024		Patrimonial-->Deuda	Hombre	19	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																				1° Convocatoria	INASISTENCIA DE AMBAS PARTES										ARCHIVO DEFINITIVO	enero	san salvador
					2359-UMYC18-2024		Patrimonial-->Otros	Mujer	70	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	43.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN	PROVISIONAL															ARCHIVO DEFINITIVO	enero	san salvador
					2328-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	29	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2364-UMYC18-2024		Patrimonial-->Arrendamiento (inquilinato)	Hombre	59	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	35.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2389-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Hombre	44	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	38.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2397-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	53	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO	Hombre	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2339-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Mujer	45	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2380-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	30	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	57.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2390-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	49	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	47.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2398-UMYC18-2024		Patrimonial-->Deuda	Hombre	53	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	55.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2367-UMYC18-2024		Patrimonial-->Arrendamiento (inquilinato)	Hombre	87	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2416-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Mujer	56	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	69.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	16.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	enero	san salvador
					2392-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Hombre	75	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E	Hombre	58.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2362-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Hombre	30	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					1431-UMYC18-2024		Niñez y adolescencia-->Cuidado personal	Hombre	28	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	28.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2411-UMYC18-2024		Patrimonial-->Otros	Mujer	42	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Hombre	54.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2431-UMYC18-2024		Patrimonial-->Deuda	Hombre	32	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	27.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2413-UMYC18-2024		Patrimonial-->Incumplimiento de contrato o de venta	Mujer	35	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	39.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					2399-UMYC18-2024		Familiar-->Relación y comunicación del grupo familiar	Hombre	57	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	49.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
					983-UMYC18-2024		Familiar-->Relación y comunicación del grupo familiar	Hombre	32	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	enero	san salvador
